Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 120756 facts in 0.96 s using 180 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  http://dbpedia.org/ontology/relative  ?f  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/relative  ?b	0.033112583	0.026455026	0.384615385	5	189	13	?b
?f  http://dbpedia.org/ontology/child  ?b  ?a  http://dbpedia.org/ontology/relative  ?f   => ?a  http://dbpedia.org/ontology/relative  ?b	0.033112583	0.5	0.714285714	5	10	7	?b
?b  http://dbpedia.org/ontology/child  ?f  ?f  http://dbpedia.org/ontology/relative  ?a   => ?a  http://dbpedia.org/ontology/relative  ?b	0.013245033	0.086956522	0.333333333	2	23	6	?b
?f  http://dbpedia.org/ontology/parent  ?b  ?a  http://dbpedia.org/ontology/relative  ?f   => ?a  http://dbpedia.org/ontology/relative  ?b	0.033112583	0.2	0.384615385	5	25	13	?b
?f  http://dbpedia.org/ontology/relative  ?b  ?a  http://dbpedia.org/ontology/relative  ?f   => ?a  http://dbpedia.org/ontology/relative  ?b	0.145695364	0.231578947	0.231578947	22	95	95	?b
?f  http://dbpedia.org/ontology/relative  ?b  ?a  http://dbpedia.org/ontology/spouse  ?f   => ?a  http://dbpedia.org/ontology/relative  ?b	0.026490066	0.117647059	0.117647059	4	34	34	?b
?f  http://dbpedia.org/ontology/child  ?b  ?a  http://dbpedia.org/ontology/parent  ?f   => ?a  http://dbpedia.org/ontology/relative  ?b	0.033112583	0.094339623	0.294117647	5	53	17	?b
?a  http://dbpedia.org/ontology/parent  ?f  ?f  http://dbpedia.org/ontology/relative  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.039735099	0.352941176	0.352941176	6	17	17	?b
?f  http://dbpedia.org/ontology/child  ?b  ?a  http://dbpedia.org/ontology/spouse  ?f   => ?a  http://dbpedia.org/ontology/relative  ?b	0.013245033	0.125	0.5	2	16	4	?b
?a  http://dbpedia.org/ontology/child  ?f  ?f  http://dbpedia.org/ontology/relative  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.01986755	0.130434783	0.130434783	3	23	23	?b
?f  http://dbpedia.org/ontology/child  ?b  ?a  http://dbpedia.org/ontology/child  ?f   => ?a  http://dbpedia.org/ontology/relative  ?b	0.013245033	0.25	0.666666667	2	8	3	?b
?e  http://dbpedia.org/ontology/parent  ?a  ?e  http://dbpedia.org/ontology/spouse  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.013245033	0.095238095	0.333333333	2	21	6	?b
?a  http://dbpedia.org/ontology/relative  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.033112583	0.166666667	0.555555556	5	30	9	?b
?a  http://dbpedia.org/ontology/relative  ?f  ?f  http://dbpedia.org/ontology/spouse  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.013245033	0.051282051	0.181818182	2	39	11	?b
?e  http://dbpedia.org/ontology/relative  ?a  ?e  http://dbpedia.org/ontology/spouse  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.013245033	0.05	0.2	2	40	10	?b
?e  http://dbpedia.org/ontology/parent  ?b  ?e  http://dbpedia.org/ontology/relative  ?a   => ?a  http://dbpedia.org/ontology/relative  ?b	0.026490066	0.137931034	0.333333333	4	29	12	?b
?e  http://dbpedia.org/ontology/parent  ?a  ?e  http://dbpedia.org/ontology/relative  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.039735099	0.206896552	0.206896552	6	29	29	?b
?e  http://dbpedia.org/ontology/relative  ?b  ?e  http://dbpedia.org/ontology/spouse  ?a   => ?a  http://dbpedia.org/ontology/relative  ?b	0.026490066	0.1	0.1	4	40	40	?b
?e  http://dbpedia.org/ontology/child  ?a  ?e  http://dbpedia.org/ontology/relative  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.01986755	0.166666667	0.166666667	3	18	18	?b
?e  http://dbpedia.org/ontology/relative  ?a  ?e  http://dbpedia.org/ontology/relative  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.132450331	0.1	0.1	20	200	200	?b
?e  http://dbpedia.org/ontology/child  ?a  ?e  http://dbpedia.org/ontology/child  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.039735099	0.06185567	0.222222222	6	97	27	?b
?e  http://dbpedia.org/ontology/child  ?b  ?e  http://dbpedia.org/ontology/relative  ?a   => ?a  http://dbpedia.org/ontology/relative  ?b	0.026490066	0.222222222	0.363636364	4	18	11	?b
?e  http://dbpedia.org/ontology/executiveProducer  ?a  ?e  http://dbpedia.org/ontology/executiveProducer  ?b   => ?a  http://dbpedia.org/ontology/relative  ?b	0.013245033	0.004219409	0.111111111	2	474	18	?b
?b  http://dbpedia.org/ontology/largestCity  ?f  ?a  http://dbpedia.org/ontology/residence  ?f   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.018181818	0.020576132	0.277777778	5	243	18	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?b  http://dbpedia.org/ontology/officialLanguage  ?f   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.029090909	0.031746032	0.533333333	8	252	15	?a
?a  http://dbpedia.org/ontology/nationality  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.414545455	0.373770492	0.373770492	114	305	305	?a
?a  http://dbpedia.org/ontology/stateOfOrigin  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.243636364	0.322115385	0.391812865	67	208	171	?a
?a  http://dbpedia.org/ontology/almaMater  ?f  ?f  http://dbpedia.org/ontology/athletics  ?b   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.021818182	0.015306122	0.214285714	6	392	28	?a
?a  http://dbpedia.org/ontology/deathPlace  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.061818182	0.008118434	0.118881119	17	2094	143	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/deathPlace  ?f   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.050909091	0.024221453	0.333333333	14	578	42	?a
?a  http://dbpedia.org/ontology/almaMater  ?f  ?f  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.014545455	0.034782609	0.307692308	4	115	13	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/residence  ?f   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.036363636	0.042918455	0.4	10	233	25	?a
?a  http://dbpedia.org/ontology/residence  ?f  ?f  http://dbpedia.org/ontology/timeZone  ?b   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.018181818	0.01552795	0.11627907	5	322	43	?a
?f  http://dbpedia.org/ontology/nationality  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.010909091	0.103448276	1	3	29	3	?a
?e  http://dbpedia.org/ontology/nationality  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.010909091	0.157894737	1	3	19	3	?a
?f  http://dbpedia.org/ontology/location  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?f   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.014545455	0.002151694	0.16	4	1859	25	?a
?e  http://dbpedia.org/ontology/country  ?b  ?e  http://dbpedia.org/ontology/producer  ?a   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.014545455	0.028985507	0.5	4	138	8	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?f  http://dbpedia.org/ontology/timeZone  ?b   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.069090909	0.008605072	0.105555556	19	2208	180	?a
?f  http://dbpedia.org/ontology/country  ?b  ?a  http://dbpedia.org/ontology/hometown  ?f   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.014545455	0.010781671	0.333333333	4	371	12	?a
?e  http://dbpedia.org/ontology/country  ?b  ?e  http://dbpedia.org/ontology/starring  ?a   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.043636364	0.02166065	0.272727273	12	554	44	?a
?a  http://dbpedia.org/ontology/creator  ?b  ?a  http://dbpedia.org/ontology/network  ?b   => ?a  http://dbpedia.org/ontology/format  ?b	0.012269939	1	1	2	2	2	?a
?a  http://dbpedia.org/ontology/executiveProducer  ?b  ?a  http://dbpedia.org/ontology/network  ?b   => ?a  http://dbpedia.org/ontology/format  ?b	0.018404908	0.75	1	3	4	3	?a
?a  http://dbpedia.org/ontology/network  ?b  ?a  http://dbpedia.org/ontology/related  ?b   => ?a  http://dbpedia.org/ontology/format  ?b	0.012269939	1	1	2	2	2	?a
?e  http://dbpedia.org/ontology/country  ?b  ?e  http://dbpedia.org/ontology/director  ?a   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.010909091	0.027272727	0.5	3	110	6	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.214545455	0.008539586	0.12633833	59	6909	467	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?b  http://dbpedia.org/ontology/largestCity  ?f   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.090909091	0.01443418	0.265957447	25	1732	94	?a
?a  http://dbpedia.org/ontology/birthPlace  ?f  ?f  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/nationality  ?b	0.261818182	0.031454784	0.444444444	72	2289	162	?a
?a  http://dbpedia.org/ontology/network  ?f  ?b  http://dbpedia.org/ontology/owner  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.018404908	0.3	0.375	3	10	8	?a
?a  http://dbpedia.org/ontology/format  ?f  ?f  http://dbpedia.org/ontology/owner  ?b   => ?a  http://dbpedia.org/ontology/format  ?b	0.024539877	1	1	4	4	4	?a
?a  http://dbpedia.org/ontology/format  ?f  ?b  http://dbpedia.org/ontology/type  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.024539877	0.129032258	0.129032258	4	31	31	?a
?a  http://dbpedia.org/ontology/format  ?f  ?b  http://dbpedia.org/ontology/owner  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.024539877	0.444444444	0.444444444	4	9	9	?a
?a  http://dbpedia.org/ontology/format  ?f  ?f  http://dbpedia.org/ontology/type  ?b   => ?a  http://dbpedia.org/ontology/format  ?b	0.024539877	0.1	0.1	4	40	40	?a
?a  http://dbpedia.org/ontology/network  ?f  ?b  http://dbpedia.org/ontology/type  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.018404908	0.096774194	0.157894737	3	31	19	?a
?a  http://dbpedia.org/ontology/format  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/format  ?b	0.024539877	0.125	0.125	4	32	32	?a
?f  http://dbpedia.org/ontology/network  ?b  ?a  http://dbpedia.org/ontology/related  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.061349693	0.434782609	0.666666667	10	23	15	?a
?f  http://dbpedia.org/ontology/format  ?b  ?a  http://dbpedia.org/ontology/related  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.061349693	0.476190476	0.666666667	10	21	15	?a
?a  http://dbpedia.org/ontology/network  ?f  ?f  http://dbpedia.org/ontology/owner  ?b   => ?a  http://dbpedia.org/ontology/format  ?b	0.018404908	0.75	1	3	4	3	?a
?f  http://dbpedia.org/ontology/network  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.018404908	0.428571429	0.75	3	7	4	?a
?f  http://dbpedia.org/ontology/format  ?b  ?a  http://dbpedia.org/ontology/previousWork  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.024539877	0.8	0.8	4	5	5	?a
?f  http://dbpedia.org/ontology/format  ?b  ?a  http://dbpedia.org/ontology/starring  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.012269939	1	1	2	2	2	?a
?f  http://dbpedia.org/ontology/format  ?b  ?a  http://dbpedia.org/ontology/subsequentWork  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.024539877	0.571428571	0.666666667	4	7	6	?a
?f  http://dbpedia.org/ontology/network  ?b  ?a  http://dbpedia.org/ontology/subsequentWork  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.018404908	0.5	0.6	3	6	5	?a
?f  http://dbpedia.org/ontology/format  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.012269939	0.4	0.666666667	2	5	3	?a
?e  http://dbpedia.org/ontology/distributor  ?b  ?e  http://dbpedia.org/ontology/related  ?a   => ?a  http://dbpedia.org/ontology/format  ?b	0.012269939	0.083333333	0.181818182	2	24	11	?a
?e  http://dbpedia.org/ontology/network  ?b  ?e  http://dbpedia.org/ontology/previousWork  ?a   => ?a  http://dbpedia.org/ontology/format  ?b	0.018404908	0.333333333	0.75	3	9	4	?a
?e  http://dbpedia.org/ontology/company  ?b  ?e  http://dbpedia.org/ontology/related  ?a   => ?a  http://dbpedia.org/ontology/format  ?b	0.018404908	0.088235294	0.176470588	3	34	17	?a
?e  http://dbpedia.org/ontology/network  ?b  ?e  http://dbpedia.org/ontology/related  ?a   => ?a  http://dbpedia.org/ontology/format  ?b	0.073619632	0.375	0.666666667	12	32	18	?a
?f  http://dbpedia.org/ontology/distributor  ?b  ?a  http://dbpedia.org/ontology/related  ?f   => ?a  http://dbpedia.org/ontology/format  ?b	0.012269939	0.125	0.222222222	2	16	9	?a
?e  http://dbpedia.org/ontology/network  ?b  ?e  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  http://dbpedia.org/ontology/format  ?b	0.024539877	0.444444444	0.666666667	4	9	6	?a
?e  http://dbpedia.org/ontology/format  ?b  ?e  http://dbpedia.org/ontology/previousWork  ?a   => ?a  http://dbpedia.org/ontology/format  ?b	0.024539877	0.571428571	0.8	4	7	5	?a
?e  http://dbpedia.org/ontology/format  ?b  ?e  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  http://dbpedia.org/ontology/format  ?b	0.024539877	0.4	0.571428571	4	10	7	?a
?e  http://dbpedia.org/ontology/format  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/format  ?b	0.012269939	0.1	0.5	2	20	4	?a
?e  http://dbpedia.org/ontology/format  ?b  ?e  http://dbpedia.org/ontology/related  ?a   => ?a  http://dbpedia.org/ontology/format  ?b	0.067484663	0.407407407	0.6875	11	27	16	?a
?f  http://dbpedia.org/ontology/populationAsOf  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/populationAsOf  ?b	0.141129032	0.448717949	0.583333333	35	78	60	?a
?f  http://dbpedia.org/ontology/ethnicGroupsInYear  ?b  ?a  http://dbpedia.org/ontology/type  ?f   => ?a  http://dbpedia.org/ontology/populationAsOf  ?b	0.012096774	0.081081081	0.5	3	37	6	?a
?a  http://dbpedia.org/ontology/isPartOf  ?f  ?f  http://dbpedia.org/ontology/populationAsOf  ?b   => ?a  http://dbpedia.org/ontology/populationAsOf  ?b	0.217741935	0.465517241	0.72972973	54	116	74	?a
?f  http://dbpedia.org/ontology/populationAsOf  ?b  ?a  http://dbpedia.org/ontology/type  ?f   => ?a  http://dbpedia.org/ontology/populationAsOf  ?b	0.205645161	0.566666667	0.784615385	51	90	65	?a
?e  http://dbpedia.org/ontology/format  ?b  ?e  http://dbpedia.org/ontology/starring  ?a   => ?a  http://dbpedia.org/ontology/format  ?b	0.012269939	0.006269592	1	2	319	2	?a
?e  http://dbpedia.org/ontology/isPartOf  ?a  ?e  http://dbpedia.org/ontology/populationAsOf  ?b   => ?a  http://dbpedia.org/ontology/populationAsOf  ?b	0.096774194	0.369230769	0.685714286	24	65	35	?a
?e  http://dbpedia.org/ontology/populationAsOf  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/populationAsOf  ?b	0.141129032	0.196629213	0.614035088	35	178	57	?a
?e  http://dbpedia.org/ontology/populationAsOf  ?b  ?e  http://dbpedia.org/ontology/type  ?a   => ?a  http://dbpedia.org/ontology/populationAsOf  ?b	0.092741935	0.46	0.71875	23	50	32	?a
?a  http://dbpedia.org/ontology/type  ?f  ?f  http://dbpedia.org/ontology/utcOffset  ?b   => ?a  http://dbpedia.org/ontology/utcOffset  ?b	0.047858942	0.452380952	0.926829268	38	84	41	?a
?a  http://dbpedia.org/ontology/country  ?f  ?f  http://dbpedia.org/ontology/ethnicGroupsInYear  ?b   => ?a  http://dbpedia.org/ontology/populationAsOf  ?b	0.012096774	0.005905512	0.15	3	508	20	?a
?f  http://dbpedia.org/ontology/areaUrban  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/areaUrban  ?b	0.310344828	0.633802817	0.957446809	45	71	47	?a
?e  http://dbpedia.org/ontology/utcOffset  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/utcOffset  ?b	0.15743073	0.383435583	0.9765625	125	326	128	?a
?e  http://dbpedia.org/ontology/areaUrban  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/areaUrban  ?b	0.310344828	0.221674877	0.957446809	45	203	47	?a
?f  http://dbpedia.org/ontology/areaUrban  ?b  ?a  http://dbpedia.org/ontology/isPartOf  ?f   => ?a  http://dbpedia.org/ontology/areaUrban  ?b	0.013793103	0.117647059	0.5	2	17	4	?a
?e  http://dbpedia.org/ontology/type  ?a  ?e  http://dbpedia.org/ontology/utcOffset  ?b   => ?a  http://dbpedia.org/ontology/utcOffset  ?b	0.028967254	0.085185185	0.884615385	23	270	26	?a
?a  http://dbpedia.org/ontology/isPartOf  ?f  ?f  http://dbpedia.org/ontology/utcOffset  ?b   => ?a  http://dbpedia.org/ontology/utcOffset  ?b	0.071788413	0.456	0.919354839	57	125	62	?a
?f  http://dbpedia.org/ontology/utcOffset  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/utcOffset  ?b	0.164987406	0.552742616	0.97761194	131	237	134	?a
?b  http://dbpedia.org/ontology/stylisticOrigin  ?a  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.011869436	0.25	0.363636364	4	16	11	?b
?e  http://dbpedia.org/ontology/areaUrban  ?b  ?e  http://dbpedia.org/ontology/isPartOf  ?a   => ?a  http://dbpedia.org/ontology/areaUrban  ?b	0.013793103	0.015151515	0.5	2	132	4	?a
?b  http://dbpedia.org/ontology/stylisticOrigin  ?a  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.017804154	0.545454545	0.75	6	11	8	?b
?e  http://dbpedia.org/ontology/isPartOf  ?a  ?e  http://dbpedia.org/ontology/utcOffset  ?b   => ?a  http://dbpedia.org/ontology/utcOffset  ?b	0.047858942	0.100263852	0.716981132	38	379	53	?a
?a  http://dbpedia.org/ontology/derivative  ?f  ?b  http://dbpedia.org/ontology/derivative  ?f   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.172106825	0.072049689	0.113060429	58	805	513	?b
?a  http://dbpedia.org/ontology/distributor  ?f  ?b  http://dbpedia.org/ontology/division  ?f   => ?a  http://dbpedia.org/ontology/distributor  ?b	0.042565947	0.110419907	0.110419907	71	643	643	?a
?b  http://dbpedia.org/ontology/musicSubgenre  ?f  ?f  http://dbpedia.org/ontology/stylisticOrigin  ?a   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.089020772	0.056603774	0.119047619	30	530	252	?b
?a  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?b  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.026706231	0.079646018	0.163636364	9	113	55	?b
?a  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.023738872	0.140350877	0.195121951	8	57	41	?b
?a  http://dbpedia.org/ontology/derivative  ?f  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.020771513	0.060869565	0.102941176	7	115	68	?b
?a  http://dbpedia.org/ontology/derivative  ?f  ?b  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.059347181	0.091743119	0.170940171	20	218	117	?b
?f  http://dbpedia.org/ontology/derivative  ?b  ?a  http://dbpedia.org/ontology/derivative  ?f   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.18694362	0.110720562	0.110720562	63	569	569	?b
?a  http://dbpedia.org/ontology/derivative  ?f  ?f  http://dbpedia.org/ontology/musicSubgenre  ?b   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.065281899	0.081180812	0.126436782	22	271	174	?b
?a  http://dbpedia.org/ontology/derivative  ?f  ?b  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.068249258	0.091269841	0.135294118	23	252	170	?b
?a  http://dbpedia.org/ontology/derivative  ?f  ?f  http://dbpedia.org/ontology/genre  ?b   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.017804154	0.127659574	0.176470588	6	47	34	?b
?a  http://dbpedia.org/ontology/derivative  ?f  ?f  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.264094955	0.070133964	0.10495283	89	1269	848	?b
?a  http://dbpedia.org/ontology/derivative  ?f  ?b  http://dbpedia.org/ontology/genre  ?f   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.014836795	0.001059771	0.108695652	5	4718	46	?b
?f  http://dbpedia.org/ontology/derivative  ?a  ?b  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.033333333	0.218181818	0.229299363	36	165	157	?a
?e  http://dbpedia.org/ontology/genre  ?a  ?e  http://dbpedia.org/ontology/occupation  ?b   => ?a  http://dbpedia.org/ontology/derivative  ?b	0.020771513	0.007683864	0.152173913	7	911	46	?b
?f  http://dbpedia.org/ontology/musicFusionGenre  ?a  ?b  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.012962963	0.132075472	0.141414141	14	106	99	?a
?a  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?b  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.035185185	0.100795756	0.10326087	38	377	368	?a
?b  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?f  http://dbpedia.org/ontology/stylisticOrigin  ?a   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.081481481	0.115334207	0.127351664	88	763	691	?a
?b  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?a  http://dbpedia.org/ontology/stylisticOrigin  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.075925926	0.176344086	0.176344086	82	465	465	?a
?b  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?f  http://dbpedia.org/ontology/musicSubgenre  ?a   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.014814815	0.166666667	0.183908046	16	96	87	?a
?b  http://dbpedia.org/ontology/derivative  ?f  ?f  http://dbpedia.org/ontology/musicFusionGenre  ?a   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.044444444	0.115384615	0.1191067	48	416	403	?a
?b  http://dbpedia.org/ontology/derivative  ?f  ?f  http://dbpedia.org/ontology/musicSubgenre  ?a   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.036111111	0.143911439	0.152941176	39	271	255	?a
?f  http://dbpedia.org/ontology/derivative  ?a  ?b  http://dbpedia.org/ontology/derivative  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.071296296	0.135325132	0.143389199	77	569	537	?a
?b  http://dbpedia.org/ontology/derivative  ?f  ?a  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.025	0.123853211	0.125	27	218	216	?a
?a  http://dbpedia.org/ontology/derivative  ?f  ?b  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.02962963	0.126984127	0.131147541	32	252	244	?a
?b  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?a  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.024074074	0.230088496	0.240740741	26	113	108	?a
?b  http://dbpedia.org/ontology/derivative  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.014814815	0.114285714	0.137931034	16	140	116	?a
?b  http://dbpedia.org/ontology/derivative  ?f  ?a  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.023148148	0.099206349	0.100401606	25	252	249	?a
?a  http://dbpedia.org/ontology/derivative  ?f  ?b  http://dbpedia.org/ontology/derivative  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.085185185	0.114285714	0.118556701	92	805	776	?a
?f  http://dbpedia.org/ontology/musicFusionGenre  ?a  ?b  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.021296296	0.182539683	0.18852459	23	126	122	?a
?b  http://dbpedia.org/ontology/derivative  ?f  ?a  http://dbpedia.org/ontology/stylisticOrigin  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.212037037	0.125136612	0.125136612	229	1830	1830	?a
?a  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?b  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.012037037	0.115044248	0.117117117	13	113	111	?a
?a  http://dbpedia.org/ontology/musicSubgenre  ?f  ?b  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.013888889	0.099337748	0.106382979	15	151	141	?a
?f  http://dbpedia.org/ontology/derivative  ?a  ?b  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.037962963	0.224043716	0.235632184	41	183	174	?a
